token,pos
tonnes,NOUN
in,ADP
the,DET
first,ADJ
quarter,NOUN
against,ADP
"16,000",NUM
"
  ",SPACE
tonnes,NOUN
in,ADP
late,ADJ
1985,NUM
when,SCONJ
it,PRON
began,VERB
exporting,VERB
.,PUNCT
"
      ",SPACE
The,DET
department,NOUN
said,VERB
major,ADJ
buyers,NOUN
included,VERB
China,PROPN
",",PUNCT
Japan,PROPN
",",PUNCT
the,DET
"
  ",SPACE
Philippines,PROPN
",",PUNCT
South,PROPN
Korea,PROPN
",",PUNCT
Singapore,PROPN
and,CCONJ
Taiwan,PROPN
.,PUNCT
"
      ",SPACE
Thailand,PROPN
exported,VERB
"4,842",NUM
tonnes,NOUN
of,ADP
zinc,NOUN
ingots,NOUN
during,ADP
the,DET
"
  ",SPACE
first,ADJ
quarter,NOUN
",",PUNCT
down,ADV
from,ADP
"14,937",NUM
a,DET
year,NOUN
ago,ADV
.,PUNCT
"
  

",SPACE
